$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
0.52,0.52,0.16,2.16,0.627
2.72,2.72,0.24,2.24,0.836
3.56,3.56,0.84,2.84,0.849
2.16,2.16,0.6,2.6,0.794
0.92,0.92,0.36,2.36,0.741
2.04,2.04,0.4,2.4,0.822
1.08,1.08,0.56,2.56,0.794
0.28,0.28,0.72,2.7199999999999998,0.637
1.44,1.44,0.76,2.76,0.809
3.52,3.52,0.08,2.08,0.84
3.76,3.76,0.28,2.2800000000000002,0.838
2.52,2.52,0.8,2.8,0.842
2.96,2.96,0.44,2.44,0.833
0.04,0.04,0.52,2.52,0.239
1.76,1.76,0.96,2.96,0.818
1.28,1.28,0.0,2.0,0.777
0.6,0.6,0.92,2.92,0.739
1.68,1.68,0.2,2.2,0.797
2.2,2.2,0.6,2.6,0.819
2.4,2.4,0.04,2.04,0.835
0.56,0.56,0.16,2.16,0.627
3.28,3.28,0.64,2.64,0.821
3.6,3.6,0.84,2.84,0.86
2.76,2.76,0.24,2.24,0.839
2.08,2.08,0.4,2.4,0.816
0.32,0.32,0.72,2.7199999999999998,0.647
0.96,0.96,0.36,2.36,0.749
1.48,1.48,0.76,2.76,0.824
1.12,1.12,0.56,2.56,0.788
3.8,3.8,0.28,2.2800000000000002,0.832
2.56,2.56,0.8,2.8,0.844
3.0,3.0,0.44,2.44,0.863
3.56,3.56,0.08,2.08,0.818
1.72,1.72,0.2,2.2,0.823
0.08,0.08,0.52,2.52,0.338
2.44,2.44,0.04,2.04,0.852
1.8,1.8,0.96,2.96,0.846
1.32,1.32,0.0,2.0,0.792
0.6,0.6,0.16,2.16,0.641
3.32,3.32,0.64,2.64,0.84
3.64,3.64,0.84,2.84,0.854
2.24,2.24,0.6,2.6,0.847
0.64,0.64,0.92,2.92,0.737
2.8,2.8,0.24,2.24,0.831
0.36,0.36,0.72,2.7199999999999998,0.673
1.52,1.52,0.76,2.76,0.788
1.0,1.0,0.36,2.36,0.765
2.12,2.12,0.4,2.4,0.823
3.04,3.04,0.44,2.44,0.861
1.16,1.16,0.56,2.56,0.776
2.6,2.6,0.8,2.8,0.844
3.84,3.84,0.28,2.2800000000000002,0.823
0.64,0.64,0.16,2.16,0.65
3.6,3.6,0.08,2.08,0.827
1.76,1.76,0.2,2.2,0.783
0.12,0.12,0.52,2.52,0.479
1.56,1.56,0.76,2.76,0.8
2.48,2.48,0.04,2.04,0.845
2.84,2.84,0.24,2.24,0.836
0.68,0.68,0.92,2.92,0.734
3.36,3.36,0.64,2.64,0.854
1.36,1.36,0.0,2.0,0.8
1.84,1.84,0.96,2.96,0.84
0.4,0.4,0.72,2.7199999999999998,0.718
2.16,2.16,0.4,2.4,0.83
2.28,2.28,0.6,2.6,0.819
3.68,3.68,0.84,2.84,0.833
1.04,1.04,0.36,2.36,0.751
3.08,3.08,0.44,2.44,0.859
0.68,0.68,0.16,2.16,0.639
3.88,3.88,0.28,2.2800000000000002,0.814
1.2,1.2,0.56,2.56,0.772
2.88,2.88,0.24,2.24,0.853
3.64,3.64,0.08,2.08,0.828
0.16,0.16,0.52,2.52,0.541
1.6,1.6,0.76,2.76,0.814
0.44,0.44,0.72,2.7199999999999998,0.692
2.64,2.64,0.8,2.8,0.83
0.72,0.72,0.92,2.92,0.749
1.8,1.8,0.2,2.2,0.816
2.52,2.52,0.04,2.04,0.856
2.32,2.32,0.6,2.6,0.831
3.72,3.72,0.84,2.84,0.848
3.4,3.4,0.64,2.64,0.834
2.2,2.2,0.4,2.4,0.823
1.4,1.4,0.0,2.0,0.794
1.88,1.88,0.96,2.96,0.832
0.72,0.72,0.16,2.16,0.697
3.12,3.12,0.44,2.44,0.849
1.08,1.08,0.36,2.36,0.744
3.92,3.92,0.28,2.2800000000000002,0.799
3.68,3.68,0.08,2.08,0.828
0.48,0.48,0.72,2.7199999999999998,0.712
2.92,2.92,0.24,2.24,0.839
0.2,0.2,0.52,2.52,0.611
1.64,1.64,0.76,2.76,0.784
3.76,3.76,0.84,2.84,0.842
1.24,1.24,0.56,2.56,0.789
0.76,0.76,0.92,2.92,0.766
2.56,2.56,0.04,2.04,0.833
3.44,3.44,0.64,2.64,0.853
1.84,1.84,0.2,2.2,0.798
2.68,2.68,0.8,2.8,0.858
2.36,2.36,0.6,2.6,0.828
2.24,2.24,0.4,2.4,0.83
3.96,3.96,0.28,2.2800000000000002,0.841
1.44,1.44,0.0,2.0,0.791
3.16,3.16,0.44,2.44,0.828
0.76,0.76,0.16,2.16,0.695
1.92,1.92,0.96,2.96,0.83
3.8,3.8,0.84,2.84,0.843
0.24,0.24,0.52,2.52,0.64
1.12,1.12,0.36,2.36,0.762
0.52,0.52,0.72,2.7199999999999998,0.743
3.72,3.72,0.08,2.08,0.819
0.8,0.8,0.92,2.92,0.798
2.96,2.96,0.24,2.24,0.825
1.28,1.28,0.56,2.56,0.764
1.88,1.88,0.2,2.2,0.826
1.68,1.68,0.76,2.76,0.794
2.6,2.6,0.04,2.04,0.824
2.4,2.4,0.6,2.6,0.84
3.48,3.48,0.64,2.64,0.842
2.72,2.72,0.8,2.8,0.856
1.96,1.96,0.96,2.96,0.83
2.28,2.28,0.4,2.4,0.818
3.84,3.84,0.84,2.84,0.832
4.0,4.0,0.28,2.2800000000000002,0.796
1.48,1.48,0.0,2.0,0.803
0.28,0.28,0.52,2.52,0.698
0.8,0.8,0.16,2.16,0.702
3.2,3.2,0.44,2.44,0.821
1.16,1.16,0.36,2.36,0.762
1.92,1.92,0.2,2.2,0.81
0.84,0.84,0.92,2.92,0.78
0.56,0.56,0.72,2.7199999999999998,0.759
2.64,2.64,0.04,2.04,0.839
1.72,1.72,0.76,2.76,0.818
3.52,3.52,0.64,2.64,0.837
3.76,3.76,0.08,2.08,0.81
3.0,3.0,0.24,2.24,0.844
2.44,2.44,0.6,2.6,0.824
1.32,1.32,0.56,2.56,0.778
3.88,3.88,0.84,2.84,0.848
2.0,2.0,0.96,2.96,0.829
0.0,0.0,0.32,2.32,0.117
2.76,2.76,0.8,2.8,0.835
1.52,1.52,0.0,2.0,0.789
2.32,2.32,0.4,2.4,0.83
0.32,0.32,0.52,2.52,0.724
3.24,3.24,0.44,2.44,0.83
1.2,1.2,0.36,2.36,0.73
2.68,2.68,0.04,2.04,0.854
1.96,1.96,0.2,2.2,0.82
0.84,0.84,0.16,2.16,0.684
3.56,3.56,0.64,2.64,0.832
1.76,1.76,0.76,2.76,0.823
2.48,2.48,0.6,2.6,0.821
0.88,0.88,0.92,2.92,0.773
3.92,3.92,0.84,2.84,0.824
0.6,0.6,0.72,2.7199999999999998,0.742
2.04,2.04,0.96,2.96,0.817
3.8,3.8,0.08,2.08,0.805
3.04,3.04,0.24,2.24,0.847
1.36,1.36,0.56,2.56,0.779
1.56,1.56,0.0,2.0,0.806
0.04,0.04,0.32,2.32,0.277
0.36,0.36,0.52,2.52,0.735
1.24,1.24,0.36,2.36,0.787
2.8,2.8,0.8,2.8,0.835
3.28,3.28,0.44,2.44,0.827
2.36,2.36,0.4,2.4,0.832
2.0,2.0,0.2,2.2,0.822
2.52,2.52,0.6,2.6,0.837
3.6,3.6,0.64,2.64,0.836
2.72,2.72,0.04,2.04,0.849
1.8,1.8,0.76,2.76,0.829
0.92,0.92,0.92,2.92,0.782
0.88,0.88,0.16,2.16,0.699
3.96,3.96,0.84,2.84,0.82
2.08,2.08,0.96,2.96,0.827
1.6,1.6,0.0,2.0,0.824
3.08,3.08,0.24,2.24,0.853
0.08,0.08,0.32,2.32,0.47
3.84,3.84,0.08,2.08,0.802
0.64,0.64,0.72,2.7199999999999998,0.755
1.28,1.28,0.36,2.36,0.768
2.84,2.84,0.8,2.8,0.838
1.4,1.4,0.56,2.56,0.777
0.4,0.4,0.52,2.52,0.729
2.4,2.4,0.4,2.4,0.835
3.32,3.32,0.44,2.44,0.851
2.04,2.04,0.2,2.2,0.833
1.84,1.84,0.76,2.76,0.81
2.56,2.56,0.6,2.6,0.834
3.64,3.64,0.64,2.64,0.851
0.96,0.96,0.92,2.92,0.779
2.12,2.12,0.96,2.96,0.822
4.0,4.0,0.84,2.84,0.822
2.76,2.76,0.04,2.04,0.832
1.64,1.64,0.0,2.0,0.789
0.68,0.68,0.72,2.7199999999999998,0.771
0.12,0.12,0.32,2.32,0.554
1.44,1.44,0.56,2.56,0.783
0.92,0.92,0.16,2.16,0.711
0.44,0.44,0.52,2.52,0.746
1.32,1.32,0.36,2.36,0.774
3.36,3.36,0.44,2.44,0.837
2.88,2.88,0.8,2.8,0.843
3.12,3.12,0.24,2.24,0.837
3.88,3.88,0.08,2.08,0.821
2.44,2.44,0.4,2.4,0.836
1.88,1.88,0.76,2.76,0.834
3.68,3.68,0.64,2.64,0.843
0.0,0.0,0.88,2.88,0.101
2.08,2.08,0.2,2.2,0.823
2.6,2.6,0.6,2.6,0.831
0.72,0.72,0.72,2.7199999999999998,0.769
0.16,0.16,0.32,2.32,0.623
1.0,1.0,0.92,2.92,0.789
1.68,1.68,0.0,2.0,0.799
2.16,2.16,0.96,2.96,0.848
1.48,1.48,0.56,2.56,0.786
3.4,3.4,0.44,2.44,0.852
2.8,2.8,0.04,2.04,0.836
1.36,1.36,0.36,2.36,0.772
0.48,0.48,0.52,2.52,0.764
0.96,0.96,0.16,2.16,0.692
2.48,2.48,0.4,2.4,0.84
1.92,1.92,0.76,2.76,0.815
2.92,2.92,0.8,2.8,0.839
3.16,3.16,0.24,2.24,0.845
3.92,3.92,0.08,2.08,0.789
3.72,3.72,0.64,2.64,0.837
0.04,0.04,0.88,2.88,0.171
2.12,2.12,0.2,2.2,0.827
1.72,1.72,0.0,2.0,0.813
0.76,0.76,0.72,2.7199999999999998,0.78
1.04,1.04,0.92,2.92,0.789
2.64,2.64,0.6,2.6,0.845
3.44,3.44,0.44,2.44,0.852
0.2,0.2,0.32,2.32,0.691
1.52,1.52,0.56,2.56,0.809
2.84,2.84,0.04,2.04,0.854
0.52,0.52,0.52,2.52,0.745
1.4,1.4,0.36,2.36,0.777
2.2,2.2,0.96,2.96,0.865
1.0,1.0,0.16,2.16,0.732
2.52,2.52,0.4,2.4,0.835
0.08,0.08,0.88,2.88,0.25
2.16,2.16,0.2,2.2,0.859
1.96,1.96,0.76,2.76,0.828
2.96,2.96,0.8,2.8,0.859
3.96,3.96,0.08,2.08,0.801
1.76,1.76,0.0,2.0,0.824
3.2,3.2,0.24,2.24,0.824
3.76,3.76,0.64,2.64,0.838
2.68,2.68,0.6,2.6,0.86
3.48,3.48,0.44,2.44,0.85
0.8,0.8,0.72,2.7199999999999998,0.781
2.88,2.88,0.04,2.04,0.83
0.24,0.24,0.32,2.32,0.696
1.56,1.56,0.56,2.56,0.794
0.12,0.12,0.88,2.88,0.336
1.08,1.08,0.92,2.92,0.782
1.44,1.44,0.36,2.36,0.789
0.56,0.56,0.52,2.52,0.765
2.2,2.2,0.2,2.2,0.826
2.24,2.24,0.96,2.96,0.806
3.0,3.0,0.8,2.8,0.841
3.24,3.24,0.24,2.24,0.834
4.0,4.0,0.08,2.08,0.77
1.04,1.04,0.16,2.16,0.745
2.56,2.56,0.4,2.4,0.848
1.8,1.8,0.0,2.0,0.809
2.0,2.0,0.76,2.76,0.803
0.16,0.16,0.88,2.88,0.413
2.72,2.72,0.6,2.6,0.84
0.28,0.28,0.32,2.32,0.731
2.92,2.92,0.04,2.04,0.827
3.52,3.52,0.44,2.44,0.867
1.6,1.6,0.56,2.56,0.788
3.8,3.8,0.64,2.64,0.821
1.48,1.48,0.36,2.36,0.81
0.84,0.84,0.72,2.7199999999999998,0.786
3.28,3.28,0.24,2.24,0.841
1.12,1.12,0.92,2.92,0.792
2.24,2.24,0.2,2.2,0.84
0.2,0.2,0.88,2.88,0.48
0.0,0.0,0.12,2.12,0.106
3.04,3.04,0.8,2.8,0.846
0.6,0.6,0.52,2.52,0.761
2.28,2.28,0.96,2.96,0.833
2.04,2.04,0.76,2.76,0.817
2.76,2.76,0.6,2.6,0.846
1.84,1.84,0.0,2.0,0.831
2.6,2.6,0.4,2.4,0.824
1.08,1.08,0.16,2.16,0.743
0.32,0.32,0.32,2.32,0.754
1.64,1.64,0.56,2.56,0.802
2.96,2.96,0.04,2.04,0.837
3.56,3.56,0.44,2.44,0.818
1.52,1.52,0.36,2.36,0.788
1.16,1.16,0.92,2.92,0.809
3.32,3.32,0.24,2.24,0.852
3.84,3.84,0.64,2.64,0.826
2.28,2.28,0.2,2.2,0.835
0.24,0.24,0.88,2.88,0.535
0.88,0.88,0.72,2.7199999999999998,0.775
2.8,2.8,0.6,2.6,0.843
0.04,0.04,0.12,2.12,0.508
2.32,2.32,0.96,2.96,0.842
3.08,3.08,0.8,2.8,0.84
1.88,1.88,0.0,2.0,0.835
1.68,1.68,0.56,2.56,0.811
2.08,2.08,0.76,2.76,0.83
0.64,0.64,0.52,2.52,0.775
2.64,2.64,0.4,2.4,0.852
0.36,0.36,0.32,2.32,0.756
3.0,3.0,0.04,2.04,0.835
1.56,1.56,0.36,2.36,0.806
1.12,1.12,0.16,2.16,0.748
3.36,3.36,0.24,2.24,0.847
3.6,3.6,0.44,2.44,0.822
2.32,2.32,0.2,2.2,0.856
1.2,1.2,0.92,2.92,0.812
3.88,3.88,0.64,2.64,0.826
2.36,2.36,0.96,2.96,0.837
0.28,0.28,0.88,2.88,0.588
0.08,0.08,0.12,2.12,0.665
2.84,2.84,0.6,2.6,0.844
0.92,0.92,0.72,2.7199999999999998,0.781
1.92,1.92,0.0,2.0,0.847
3.12,3.12,0.8,2.8,0.853
1.72,1.72,0.56,2.56,0.796
2.68,2.68,0.4,2.4,0.852
2.12,2.12,0.76,2.76,0.839
3.4,3.4,0.24,2.24,0.832
3.04,3.04,0.04,2.04,0.839
0.4,0.4,0.32,2.32,0.717
0.68,0.68,0.52,2.52,0.765
2.36,2.36,0.2,2.2,0.821
1.6,1.6,0.36,2.36,0.818
1.16,1.16,0.16,2.16,0.763
1.24,1.24,0.92,2.92,0.806
3.64,3.64,0.44,2.44,0.831
3.92,3.92,0.64,2.64,0.849
2.4,2.4,0.96,2.96,0.845
3.16,3.16,0.8,2.8,0.837
0.32,0.32,0.88,2.88,0.615
3.44,3.44,0.24,2.24,0.851
0.12,0.12,0.12,2.12,0.67
2.88,2.88,0.6,2.6,0.851
2.72,2.72,0.4,2.4,0.814
0.72,0.72,0.52,2.52,0.768
2.16,2.16,0.76,2.76,0.851
0.96,0.96,0.72,2.7199999999999998,0.776
1.76,1.76,0.56,2.56,0.801
1.96,1.96,0.0,2.0,0.848
2.4,2.4,0.2,2.2,0.824
3.08,3.08,0.04,2.04,0.859
0.44,0.44,0.32,2.32,0.723
1.64,1.64,0.36,2.36,0.8
2.44,2.44,0.96,2.96,0.82
3.96,3.96,0.64,2.64,0.835
1.2,1.2,0.16,2.16,0.759
0.16,0.16,0.12,2.12,0.687
1.28,1.28,0.92,2.92,0.812
3.68,3.68,0.44,2.44,0.835
0.76,0.76,0.52,2.52,0.749
3.48,3.48,0.24,2.24,0.857
3.2,3.2,0.8,2.8,0.85
2.2,2.2,0.76,2.76,0.846
2.0,2.0,0.0,2.0,0.835
2.76,2.76,0.4,2.4,0.83
0.36,0.36,0.88,2.88,0.627
1.0,1.0,0.72,2.7199999999999998,0.792
1.8,1.8,0.56,2.56,0.822
2.92,2.92,0.6,2.6,0.851
2.44,2.44,0.2,2.2,0.854
1.68,1.68,0.36,2.36,0.787
2.48,2.48,0.96,2.96,0.848
1.24,1.24,0.16,2.16,0.748
0.2,0.2,0.12,2.12,0.643
3.12,3.12,0.04,2.04,0.833
0.48,0.48,0.32,2.32,0.718
1.32,1.32,0.92,2.92,0.816
2.04,2.04,0.0,2.0,0.848
3.72,3.72,0.44,2.44,0.815
4.0,4.0,0.64,2.64,0.819
3.52,3.52,0.24,2.24,0.82
0.8,0.8,0.52,2.52,0.763
3.24,3.24,0.8,2.8,0.823
2.24,2.24,0.76,2.76,0.854
1.04,1.04,0.72,2.7199999999999998,0.813
1.84,1.84,0.56,2.56,0.815
2.8,2.8,0.4,2.4,0.818
1.72,1.72,0.36,2.36,0.828
0.4,0.4,0.88,2.88,0.62
2.48,2.48,0.2,2.2,0.824
2.96,2.96,0.6,2.6,0.833
1.28,1.28,0.16,2.16,0.773
0.24,0.24,0.12,2.12,0.611
2.52,2.52,0.96,2.96,0.842
1.36,1.36,0.92,2.92,0.8
2.08,2.08,0.0,2.0,0.834
3.16,3.16,0.04,2.04,0.83
3.28,3.28,0.8,2.8,0.848
3.56,3.56,0.24,2.24,0.827
3.76,3.76,0.44,2.44,0.834
0.52,0.52,0.32,2.32,0.72
2.28,2.28,0.76,2.76,0.829
0.0,0.0,0.68,2.68,0.108
1.08,1.08,0.72,2.7199999999999998,0.773
1.88,1.88,0.56,2.56,0.81
0.84,0.84,0.52,2.52,0.791
2.84,2.84,0.4,2.4,0.853
1.76,1.76,0.36,2.36,0.797
2.52,2.52,0.2,2.2,0.85
1.32,1.32,0.16,2.16,0.746
0.44,0.44,0.88,2.88,0.689
3.0,3.0,0.6,2.6,0.852
3.8,3.8,0.44,2.44,0.854
0.28,0.28,0.12,2.12,0.61
3.32,3.32,0.8,2.8,0.845
2.12,2.12,0.0,2.0,0.832
2.56,2.56,0.96,2.96,0.829
1.4,1.4,0.92,2.92,0.813
2.32,2.32,0.76,2.76,0.842
1.8,1.8,0.36,2.36,0.799
1.92,1.92,0.56,2.56,0.826
2.56,2.56,0.2,2.2,0.835
3.6,3.6,0.24,2.24,0.83
3.2,3.2,0.04,2.04,0.828
1.12,1.12,0.72,2.7199999999999998,0.797
0.04,0.04,0.68,2.68,0.205
0.56,0.56,0.32,2.32,0.704
1.36,1.36,0.16,2.16,0.775
0.88,0.88,0.52,2.52,0.781
2.88,2.88,0.4,2.4,0.835
3.84,3.84,0.44,2.44,0.831
3.04,3.04,0.6,2.6,0.852
2.6,2.6,0.96,2.96,0.813
0.32,0.32,0.12,2.12,0.594
2.36,2.36,0.76,2.76,0.838
1.84,1.84,0.36,2.36,0.814
0.48,0.48,0.88,2.88,0.716
2.16,2.16,0.0,2.0,0.839
2.6,2.6,0.2,2.2,0.834
3.36,3.36,0.8,2.8,0.862
0.08,0.08,0.68,2.68,0.3
1.44,1.44,0.92,2.92,0.821
1.96,1.96,0.56,2.56,0.826
1.16,1.16,0.72,2.7199999999999998,0.78
3.24,3.24,0.04,2.04,0.809
3.64,3.64,0.24,2.24,0.843
1.4,1.4,0.16,2.16,0.785
3.88,3.88,0.44,2.44,0.841
0.6,0.6,0.32,2.32,0.74
2.92,2.92,0.4,2.4,0.847
2.64,2.64,0.96,2.96,0.858
0.92,0.92,0.52,2.52,0.781
2.2,2.2,0.0,2.0,0.844
1.88,1.88,0.36,2.36,0.791
0.12,0.12,0.68,2.68,0.386
2.4,2.4,0.76,2.76,0.831
3.08,3.08,0.6,2.6,0.849
0.36,0.36,0.12,2.12,0.605
3.4,3.4,0.8,2.8,0.857
0.52,0.52,0.88,2.88,0.724
3.68,3.68,0.24,2.24,0.825
1.48,1.48,0.92,2.92,0.805
2.68,2.68,0.96,2.96,0.846
2.64,2.64,0.2,2.2,0.859
1.2,1.2,0.72,2.7199999999999998,0.801
3.28,3.28,0.04,2.04,0.848
2.0,2.0,0.56,2.56,0.811
3.92,3.92,0.44,2.44,0.828
1.44,1.44,0.16,2.16,0.784
2.24,2.24,0.0,2.0,0.838
0.64,0.64,0.32,2.32,0.727
1.92,1.92,0.36,2.36,0.83
0.96,0.96,0.52,2.52,0.759
2.96,2.96,0.4,2.4,0.838
3.44,3.44,0.8,2.8,0.856
0.16,0.16,0.68,2.68,0.488
2.72,2.72,0.96,2.96,0.847
3.72,3.72,0.24,2.24,0.828
3.12,3.12,0.6,2.6,0.825
2.44,2.44,0.76,2.76,0.807
0.56,0.56,0.88,2.88,0.752
0.4,0.4,0.12,2.12,0.563
3.32,3.32,0.04,2.04,0.817
1.24,1.24,0.72,2.7199999999999998,0.782
2.68,2.68,0.2,2.2,0.828
1.48,1.48,0.16,2.16,0.792
1.52,1.52,0.92,2.92,0.818
2.04,2.04,0.56,2.56,0.816
3.96,3.96,0.44,2.44,0.825
0.2,0.2,0.68,2.68,0.513
0.68,0.68,0.32,2.32,0.742
2.28,2.28,0.0,2.0,0.849
1.0,1.0,0.52,2.52,0.784
1.96,1.96,0.36,2.36,0.824
3.0,3.0,0.4,2.4,0.846
2.76,2.76,0.96,2.96,0.84
3.48,3.48,0.8,2.8,0.818
3.76,3.76,0.24,2.24,0.826
0.6,0.6,0.88,2.88,0.722
3.16,3.16,0.6,2.6,0.824
2.48,2.48,0.76,2.76,0.814
3.36,3.36,0.04,2.04,0.818
0.44,0.44,0.12,2.12,0.614
1.56,1.56,0.92,2.92,0.803
2.72,2.72,0.2,2.2,0.858
1.52,1.52,0.16,2.16,0.795
1.28,1.28,0.72,2.7199999999999998,0.783
0.72,0.72,0.32,2.32,0.72
1.04,1.04,0.52,2.52,0.799
4.0,4.0,0.44,2.44,0.816
2.8,2.8,0.96,2.96,0.848
2.0,2.0,0.36,2.36,0.826
0.24,0.24,0.68,2.68,0.573
2.08,2.08,0.56,2.56,0.815
2.32,2.32,0.0,2.0,0.839
3.52,3.52,0.8,2.8,0.846
3.04,3.04,0.4,2.4,0.862
3.2,3.2,0.6,2.6,0.837
3.8,3.8,0.24,2.24,0.816
1.6,1.6,0.92,2.92,0.806
2.52,2.52,0.76,2.76,0.831
0.64,0.64,0.88,2.88,0.773
2.76,2.76,0.2,2.2,0.851
1.56,1.56,0.16,2.16,0.807
3.4,3.4,0.04,2.04,0.854
0.48,0.48,0.12,2.12,0.592
1.08,1.08,0.52,2.52,0.76
0.0,0.0,0.48,2.48,0.098
2.84,2.84,0.96,2.96,0.846
0.76,0.76,0.32,2.32,0.749
1.32,1.32,0.72,2.7199999999999998,0.819
3.08,3.08,0.4,2.4,0.835
2.04,2.04,0.36,2.36,0.811
2.36,2.36,0.0,2.0,0.839
0.28,0.28,0.68,2.68,0.678
1.64,1.64,0.92,2.92,0.814
2.12,2.12,0.56,2.56,0.806
3.56,3.56,0.8,2.8,0.846
2.56,2.56,0.76,2.76,0.832
3.24,3.24,0.6,2.6,0.847
0.68,0.68,0.88,2.88,0.752
3.84,3.84,0.24,2.24,0.815
0.52,0.52,0.12,2.12,0.598
1.12,1.12,0.52,2.52,0.787
1.6,1.6,0.16,2.16,0.805
2.88,2.88,0.96,2.96,0.838
0.8,0.8,0.32,2.32,0.74
2.8,2.8,0.2,2.2,0.851
3.44,3.44,0.04,2.04,0.824
0.04,0.04,0.48,2.48,0.242
1.36,1.36,0.72,2.7199999999999998,0.794
0.32,0.32,0.68,2.68,0.696
3.12,3.12,0.4,2.4,0.842
2.08,2.08,0.36,2.36,0.822
1.68,1.68,0.92,2.92,0.824
2.16,2.16,0.56,2.56,0.82
2.6,2.6,0.76,2.76,0.83
2.4,2.4,0.0,2.0,0.838
3.28,3.28,0.6,2.6,0.841
3.6,3.6,0.8,2.8,0.802
0.56,0.56,0.12,2.12,0.632
1.16,1.16,0.52,2.52,0.786
3.88,3.88,0.24,2.24,0.815
0.84,0.84,0.32,2.32,0.741
0.72,0.72,0.88,2.88,0.75
2.84,2.84,0.2,2.2,0.849
2.92,2.92,0.96,2.96,0.84
1.64,1.64,0.16,2.16,0.789
0.36,0.36,0.68,2.68,0.688
3.48,3.48,0.04,2.04,0.82
2.12,2.12,0.36,2.36,0.818
3.16,3.16,0.4,2.4,0.833
1.4,1.4,0.72,2.7199999999999998,0.794
1.72,1.72,0.92,2.92,0.819
2.64,2.64,0.76,2.76,0.824
0.08,0.08,0.48,2.48,0.371
1.2,1.2,0.52,2.52,0.758
0.6,0.6,0.12,2.12,0.645
3.92,3.92,0.24,2.24,0.834
2.44,2.44,0.0,2.0,0.842
2.2,2.2,0.56,2.56,0.831
0.88,0.88,0.32,2.32,0.711
3.32,3.32,0.6,2.6,0.841
2.96,2.96,0.96,2.96,0.843
3.64,3.64,0.8,2.8,0.847
0.76,0.76,0.88,2.88,0.784
2.88,2.88,0.2,2.2,0.849
0.4,0.4,0.68,2.68,0.705
1.76,1.76,0.92,2.92,0.824
1.68,1.68,0.16,2.16,0.833
2.16,2.16,0.36,2.36,0.843
1.44,1.44,0.72,2.7199999999999998,0.826
3.52,3.52,0.04,2.04,0.826
1.24,1.24,0.52,2.52,0.768
0.64,0.64,0.12,2.12,0.606
2.68,2.68,0.76,2.76,0.859
0.12,0.12,0.48,2.48,0.465
3.2,3.2,0.4,2.4,0.844
3.96,3.96,0.24,2.24,0.805
0.92,0.92,0.32,2.32,0.732
2.48,2.48,0.0,2.0,0.859
2.24,2.24,0.56,2.56,0.823
3.68,3.68,0.8,2.8,0.838
3.0,3.0,0.96,2.96,0.811
3.36,3.36,0.6,2.6,0.837
0.44,0.44,0.68,2.68,0.706
0.8,0.8,0.88,2.88,0.787
1.8,1.8,0.92,2.92,0.813
1.72,1.72,0.16,2.16,0.82
2.2,2.2,0.36,2.36,0.816
3.56,3.56,0.04,2.04,0.826
1.28,1.28,0.52,2.52,0.781
2.92,2.92,0.2,2.2,0.84
1.48,1.48,0.72,2.7199999999999998,0.799
0.68,0.68,0.12,2.12,0.643
4.0,4.0,0.24,2.24,0.796
0.96,0.96,0.32,2.32,0.752
2.72,2.72,0.76,2.76,0.828
0.16,0.16,0.48,2.48,0.546
3.24,3.24,0.4,2.4,0.844
3.04,3.04,0.96,2.96,0.83
2.28,2.28,0.56,2.56,0.822
2.52,2.52,0.0,2.0,0.832
3.4,3.4,0.6,2.6,0.866
0.48,0.48,0.68,2.68,0.738
0.84,0.84,0.88,2.88,0.791
3.72,3.72,0.8,2.8,0.824
1.32,1.32,0.52,2.52,0.792
1.84,1.84,0.92,2.92,0.815
2.96,2.96,0.2,2.2,0.84
1.52,1.52,0.72,2.7199999999999998,0.807
1.76,1.76,0.16,2.16,0.827
3.6,3.6,0.04,2.04,0.815
2.24,2.24,0.36,2.36,0.836
2.76,2.76,0.76,2.76,0.846
1.0,1.0,0.32,2.32,0.73
0.72,0.72,0.12,2.12,0.678
3.28,3.28,0.4,2.4,0.855
3.08,3.08,0.96,2.96,0.842
0.52,0.52,0.68,2.68,0.73
0.0,0.0,0.28,2.2800000000000002,0.085
2.32,2.32,0.56,2.56,0.836
0.2,0.2,0.48,2.48,0.617
0.88,0.88,0.88,2.88,0.779
3.0,3.0,0.2,2.2,0.864
2.56,2.56,0.0,2.0,0.843
3.44,3.44,0.6,2.6,0.832
1.56,1.56,0.72,2.7199999999999998,0.808
3.76,3.76,0.8,2.8,0.834
1.36,1.36,0.52,2.52,0.8
1.88,1.88,0.92,2.92,0.826
2.8,2.8,0.76,2.76,0.839
1.8,1.8,0.16,2.16,0.825
3.64,3.64,0.04,2.04,0.817
2.28,2.28,0.36,2.36,0.837
3.12,3.12,0.96,2.96,0.851
2.36,2.36,0.56,2.56,0.825
1.04,1.04,0.32,2.32,0.735
3.32,3.32,0.4,2.4,0.835
0.76,0.76,0.12,2.12,0.654
0.04,0.04,0.28,2.2800000000000002,0.319
0.56,0.56,0.68,2.68,0.75
2.6,2.6,0.0,2.0,0.843
0.24,0.24,0.48,2.48,0.67
0.92,0.92,0.88,2.88,0.784
1.4,1.4,0.52,2.52,0.806
3.04,3.04,0.2,2.2,0.848
3.8,3.8,0.8,2.8,0.83
3.48,3.48,0.6,2.6,0.839
2.84,2.84,0.76,2.76,0.846
1.92,1.92,0.92,2.92,0.823
1.6,1.6,0.72,2.7199999999999998,0.792
1.84,1.84,0.16,2.16,0.798
2.4,2.4,0.56,2.56,0.819
3.16,3.16,0.96,2.96,0.848
3.68,3.68,0.04,2.04,0.823
