$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
2.44,4.88,0.04,0.04,0.2
2.68,5.36,0.24,0.24,0.263
1.12,2.24,0.56,0.56,0.438
1.92,3.84,0.4,0.4,0.326
1.6,3.2,0.2,0.2,0.265
1.4,2.8,0.0,0.0,0.217
0.52,1.04,0.16,0.16,0.295
0.32,0.64,0.72,0.72,0.632
1.68,3.36,0.96,0.96,0.53
3.56,7.12,0.08,0.08,0.241
2.48,4.96,0.8,0.8,0.384
2.2,4.4,0.6,0.6,0.369
3.8,7.6,0.28,0.28,0.258
0.64,1.28,0.92,0.92,0.687
3.56,7.12,0.84,0.84,0.341
3.08,6.16,0.44,0.44,0.254
2.48,4.96,0.04,0.04,0.249
2.72,5.44,0.24,0.24,0.247
1.44,2.88,0.76,0.76,0.469
3.32,6.64,0.64,0.64,0.317
0.04,0.08,0.52,0.52,0.54
0.88,1.76,0.36,0.36,0.383
1.96,3.92,0.4,0.4,0.31
1.64,3.28,0.2,0.2,0.265
1.16,2.32,0.56,0.56,0.449
0.36,0.72,0.72,0.72,0.633
1.44,2.88,0.0,0.0,0.216
2.24,4.48,0.6,0.6,0.371
2.52,5.04,0.8,0.8,0.411
3.6,7.2,0.08,0.08,0.213
0.56,1.12,0.16,0.16,0.277
3.6,7.2,0.84,0.84,0.362
2.76,5.52,0.24,0.24,0.267
1.72,3.44,0.96,0.96,0.568
3.36,6.72,0.64,0.64,0.326
3.12,6.24,0.44,0.44,0.268
2.52,5.04,0.04,0.04,0.201
3.84,7.68,0.28,0.28,0.245
0.08,0.16,0.52,0.52,0.547
0.68,1.36,0.92,0.92,0.688
0.92,1.84,0.36,0.36,0.356
1.48,2.96,0.76,0.76,0.51
1.68,3.36,0.2,0.2,0.259
2.0,4.0,0.4,0.4,0.266
1.48,2.96,0.0,0.0,0.203
2.56,5.12,0.8,0.8,0.399
0.4,0.8,0.72,0.72,0.661
2.28,4.56,0.6,0.6,0.371
2.8,5.6,0.24,0.24,0.266
1.2,2.4,0.56,0.56,0.45
3.64,7.28,0.84,0.84,0.37
3.64,7.28,0.08,0.08,0.236
0.6,1.2,0.16,0.16,0.272
3.4,6.8,0.64,0.64,0.321
3.16,6.32,0.44,0.44,0.275
0.12,0.24,0.52,0.52,0.541
1.76,3.52,0.96,0.96,0.543
2.56,5.12,0.04,0.04,0.206
0.72,1.44,0.92,0.92,0.695
3.88,7.76,0.28,0.28,0.252
1.52,3.04,0.76,0.76,0.48
2.32,4.64,0.6,0.6,0.351
2.04,4.08,0.4,0.4,0.287
0.96,1.92,0.36,0.36,0.346
1.52,3.04,0.0,0.0,0.187
2.6,5.2,0.8,0.8,0.403
1.72,3.44,0.2,0.2,0.254
0.44,0.88,0.72,0.72,0.641
2.84,5.68,0.24,0.24,0.249
1.24,2.48,0.56,0.56,0.4
3.68,7.36,0.84,0.84,0.332
3.2,6.4,0.44,0.44,0.26
3.44,6.88,0.64,0.64,0.318
0.64,1.28,0.16,0.16,0.279
3.68,7.36,0.08,0.08,0.22
0.16,0.32,0.52,0.52,0.526
1.8,3.6,0.96,0.96,0.552
2.6,5.2,0.04,0.04,0.204
0.76,1.52,0.92,0.92,0.671
2.64,5.28,0.8,0.8,0.408
1.56,3.12,0.76,0.76,0.505
2.88,5.76,0.24,0.24,0.246
3.92,7.84,0.28,0.28,0.249
1.0,2.0,0.36,0.36,0.374
2.08,4.16,0.4,0.4,0.29
1.76,3.52,0.2,0.2,0.271
0.48,0.96,0.72,0.72,0.624
1.56,3.12,0.0,0.0,0.211
2.36,4.72,0.6,0.6,0.339
1.28,2.56,0.56,0.56,0.424
3.72,7.44,0.08,0.08,0.221
3.48,6.96,0.64,0.64,0.328
0.2,0.4,0.52,0.52,0.553
3.24,6.48,0.44,0.44,0.278
3.72,7.44,0.84,0.84,0.347
2.64,5.28,0.04,0.04,0.212
0.68,1.36,0.16,0.16,0.295
1.6,3.2,0.76,0.76,0.483
0.8,1.6,0.92,0.92,0.654
2.68,5.36,0.8,0.8,0.387
1.84,3.68,0.96,0.96,0.559
2.92,5.84,0.24,0.24,0.268
2.12,4.24,0.4,0.4,0.276
3.96,7.92,0.28,0.28,0.257
1.8,3.6,0.2,0.2,0.247
1.04,2.08,0.36,0.36,0.351
1.6,3.2,0.0,0.0,0.202
0.52,1.04,0.72,0.72,0.595
3.76,7.52,0.08,0.08,0.214
2.4,4.8,0.6,0.6,0.349
0.24,0.48,0.52,0.52,0.54
3.76,7.52,0.84,0.84,0.35
3.28,6.56,0.44,0.44,0.278
0.84,1.68,0.92,0.92,0.66
3.52,7.04,0.64,0.64,0.335
1.32,2.64,0.56,0.56,0.458
2.72,5.44,0.8,0.8,0.387
2.68,5.36,0.04,0.04,0.207
2.96,5.92,0.24,0.24,0.239
1.64,3.28,0.76,0.76,0.484
2.16,4.32,0.4,0.4,0.3
0.72,1.44,0.16,0.16,0.269
1.64,3.28,0.0,0.0,0.208
4.0,8.0,0.28,0.28,0.246
1.08,2.16,0.36,0.36,0.339
0.56,1.12,0.72,0.72,0.624
1.88,3.76,0.96,0.96,0.526
1.84,3.68,0.2,0.2,0.24
2.44,4.88,0.6,0.6,0.356
3.8,7.6,0.08,0.08,0.234
0.88,1.76,0.92,0.92,0.648
2.2,4.4,0.4,0.4,0.304
3.0,6.0,0.24,0.24,0.222
2.76,5.52,0.8,0.8,0.403
0.28,0.56,0.52,0.52,0.561
2.72,5.44,0.04,0.04,0.212
3.32,6.64,0.44,0.44,0.288
3.8,7.6,0.84,0.84,0.355
1.68,3.36,0.76,0.76,0.492
1.68,3.36,0.0,0.0,0.195
3.56,7.12,0.64,0.64,0.324
0.6,1.2,0.72,0.72,0.623
1.36,2.72,0.56,0.56,0.411
0.0,0.0,0.32,0.32,0.441
0.76,1.52,0.16,0.16,0.283
1.12,2.24,0.36,0.36,0.357
2.48,4.96,0.6,0.6,0.375
1.88,3.76,0.2,0.2,0.238
1.92,3.84,0.96,0.96,0.541
3.04,6.08,0.24,0.24,0.216
2.8,5.6,0.8,0.8,0.384
0.92,1.84,0.92,0.92,0.659
1.72,3.44,0.76,0.76,0.435
0.32,0.64,0.52,0.52,0.534
3.84,7.68,0.08,0.08,0.221
2.24,4.48,0.4,0.4,0.282
3.6,7.2,0.64,0.64,0.321
3.84,7.68,0.84,0.84,0.358
3.36,6.72,0.44,0.44,0.283
1.72,3.44,0.0,0.0,0.188
2.76,5.52,0.04,0.04,0.224
0.64,1.28,0.72,0.72,0.603
1.16,2.32,0.36,0.36,0.335
1.4,2.8,0.56,0.56,0.416
1.92,3.84,0.2,0.2,0.245
0.8,1.6,0.16,0.16,0.274
0.04,0.08,0.32,0.32,0.439
0.96,1.92,0.92,0.92,0.637
2.52,5.04,0.6,0.6,0.337
1.76,3.52,0.76,0.76,0.455
1.96,3.92,0.96,0.96,0.537
0.36,0.72,0.52,0.52,0.53
3.08,6.16,0.24,0.24,0.224
2.84,5.68,0.8,0.8,0.385
3.88,7.76,0.08,0.08,0.219
3.4,6.8,0.44,0.44,0.277
2.28,4.56,0.4,0.4,0.287
3.88,7.76,0.84,0.84,0.334
3.64,7.28,0.64,0.64,0.313
1.76,3.52,0.0,0.0,0.209
2.8,5.6,0.04,0.04,0.219
1.44,2.88,0.56,0.56,0.384
1.96,3.92,0.2,0.2,0.256
0.68,1.36,0.72,0.72,0.601
1.2,2.4,0.36,0.36,0.31
0.08,0.16,0.32,0.32,0.462
1.0,2.0,0.92,0.92,0.623
2.56,5.12,0.6,0.6,0.338
2.0,4.0,0.96,0.96,0.52
1.8,3.6,0.76,0.76,0.448
0.84,1.68,0.16,0.16,0.265
0.4,0.8,0.52,0.52,0.536
2.32,4.64,0.4,0.4,0.313
2.88,5.76,0.8,0.8,0.388
3.44,6.88,0.44,0.44,0.283
2.84,5.68,0.04,0.04,0.214
3.12,6.24,0.24,0.24,0.242
3.68,7.36,0.64,0.64,0.273
3.92,7.84,0.08,0.08,0.217
1.24,2.48,0.36,0.36,0.344
3.92,7.84,0.84,0.84,0.357
0.12,0.24,0.32,0.32,0.48
1.8,3.6,0.0,0.0,0.174
2.0,4.0,0.2,0.2,0.243
1.48,2.96,0.56,0.56,0.392
2.6,5.2,0.6,0.6,0.34
0.72,1.44,0.72,0.72,0.609
1.04,2.08,0.92,0.92,0.643
2.04,4.08,0.96,0.96,0.51
0.44,0.88,0.52,0.52,0.555
1.84,3.68,0.76,0.76,0.44
2.36,4.72,0.4,0.4,0.312
0.88,1.76,0.16,0.16,0.237
3.48,6.96,0.44,0.44,0.272
2.88,5.76,0.04,0.04,0.224
1.28,2.56,0.36,0.36,0.289
2.92,5.84,0.8,0.8,0.385
0.16,0.32,0.32,0.32,0.439
3.72,7.44,0.64,0.64,0.325
3.16,6.32,0.24,0.24,0.23
0.48,0.96,0.52,0.52,0.552
3.96,7.92,0.84,0.84,0.352
3.96,7.92,0.08,0.08,0.21
1.08,2.16,0.92,0.92,0.654
1.52,3.04,0.56,0.56,0.389
1.84,3.68,0.0,0.0,0.183
1.88,3.76,0.76,0.76,0.431
2.64,5.28,0.6,0.6,0.311
2.04,4.08,0.2,0.2,0.249
0.76,1.52,0.72,0.72,0.589
2.08,4.16,0.96,0.96,0.505
2.4,4.8,0.4,0.4,0.298
0.92,1.84,0.16,0.16,0.229
0.2,0.4,0.32,0.32,0.448
0.52,1.04,0.52,0.52,0.533
2.96,5.92,0.8,0.8,0.369
1.32,2.64,0.36,0.36,0.335
3.52,7.04,0.44,0.44,0.281
3.2,6.4,0.24,0.24,0.231
2.92,5.84,0.04,0.04,0.202
4.0,8.0,0.84,0.84,0.344
4.0,8.0,0.08,0.08,0.244
3.76,7.52,0.64,0.64,0.299
1.88,3.76,0.0,0.0,0.21
1.92,3.84,0.76,0.76,0.461
1.12,2.24,0.92,0.92,0.609
2.12,4.24,0.96,0.96,0.515
2.68,5.36,0.6,0.6,0.326
1.56,3.12,0.56,0.56,0.395
2.08,4.16,0.2,0.2,0.254
0.8,1.6,0.72,0.72,0.602
2.44,4.88,0.4,0.4,0.289
0.56,1.12,0.52,0.52,0.537
3.24,6.48,0.24,0.24,0.262
3.0,6.0,0.8,0.8,0.395
1.36,2.72,0.36,0.36,0.325
0.24,0.48,0.32,0.32,0.449
0.96,1.92,0.16,0.16,0.233
0.0,0.0,0.88,0.88,0.688
3.56,7.12,0.44,0.44,0.274
0.0,0.0,0.12,0.12,0.373
2.96,5.92,0.04,0.04,0.229
1.92,3.84,0.0,0.0,0.205
2.16,4.32,0.96,0.96,0.469
1.16,2.32,0.92,0.92,0.609
3.8,7.6,0.64,0.64,0.317
1.96,3.92,0.76,0.76,0.436
2.12,4.24,0.2,0.2,0.266
2.72,5.44,0.6,0.6,0.304
2.48,4.96,0.4,0.4,0.276
0.84,1.68,0.72,0.72,0.594
1.6,3.2,0.56,0.56,0.403
0.6,1.2,0.52,0.52,0.489
3.04,6.08,0.8,0.8,0.369
3.28,6.56,0.24,0.24,0.246
1.4,2.8,0.36,0.36,0.307
0.28,0.56,0.32,0.32,0.465
0.04,0.08,0.88,0.88,0.711
3.0,6.0,0.04,0.04,0.243
1.0,2.0,0.16,0.16,0.264
1.96,3.92,0.0,0.0,0.219
3.6,7.2,0.44,0.44,0.267
0.04,0.08,0.12,0.12,0.354
1.2,2.4,0.92,0.92,0.635
2.2,4.4,0.96,0.96,0.503
2.0,4.0,0.76,0.76,0.425
2.76,5.52,0.6,0.6,0.295
3.84,7.68,0.64,0.64,0.319
3.08,6.16,0.8,0.8,0.38
2.16,4.32,0.2,0.2,0.253
0.88,1.76,0.72,0.72,0.607
2.52,5.04,0.4,0.4,0.277
0.64,1.28,0.52,0.52,0.53
1.44,2.88,0.36,0.36,0.32
3.04,6.08,0.04,0.04,0.218
3.32,6.64,0.24,0.24,0.237
1.64,3.28,0.56,0.56,0.419
0.32,0.64,0.32,0.32,0.441
0.08,0.16,0.88,0.88,0.723
1.04,2.08,0.16,0.16,0.261
0.08,0.16,0.12,0.12,0.384
2.04,4.08,0.76,0.76,0.408
2.0,4.0,0.0,0.0,0.192
3.64,7.28,0.44,0.44,0.27
2.8,5.6,0.6,0.6,0.337
2.24,4.48,0.96,0.96,0.463
1.24,2.48,0.92,0.92,0.588
3.12,6.24,0.8,0.8,0.36
0.92,1.84,0.72,0.72,0.566
2.2,4.4,0.2,0.2,0.224
3.88,7.76,0.64,0.64,0.316
0.68,1.36,0.52,0.52,0.535
1.48,2.96,0.36,0.36,0.299
2.56,5.12,0.4,0.4,0.29
3.08,6.16,0.04,0.04,0.211
1.08,2.16,0.16,0.16,0.247
1.68,3.36,0.56,0.56,0.361
3.36,6.72,0.24,0.24,0.253
0.12,0.24,0.88,0.88,0.71
0.36,0.72,0.32,0.32,0.448
0.12,0.24,0.12,0.12,0.353
2.04,4.08,0.0,0.0,0.207
2.08,4.16,0.76,0.76,0.426
2.28,4.56,0.96,0.96,0.473
3.16,6.32,0.8,0.8,0.384
1.28,2.56,0.92,0.92,0.599
3.68,7.36,0.44,0.44,0.263
2.84,5.68,0.6,0.6,0.318
3.92,7.84,0.64,0.64,0.338
1.52,3.04,0.36,0.36,0.31
1.72,3.44,0.56,0.56,0.359
2.24,4.48,0.2,0.2,0.236
0.96,1.92,0.72,0.72,0.558
1.12,2.24,0.16,0.16,0.248
3.12,6.24,0.04,0.04,0.218
0.4,0.8,0.32,0.32,0.441
3.4,6.8,0.24,0.24,0.257
0.16,0.32,0.12,0.12,0.354
2.08,4.16,0.0,0.0,0.184
0.72,1.44,0.52,0.52,0.486
2.6,5.2,0.4,0.4,0.309
0.16,0.32,0.88,0.88,0.735
2.32,4.64,0.96,0.96,0.467
3.2,6.4,0.8,0.8,0.382
2.12,4.24,0.76,0.76,0.433
1.32,2.64,0.92,0.92,0.593
2.88,5.76,0.6,0.6,0.314
3.72,7.44,0.44,0.44,0.273
3.44,6.88,0.24,0.24,0.216
1.16,2.32,0.16,0.16,0.234
0.2,0.4,0.12,0.12,0.343
1.56,3.12,0.36,0.36,0.314
0.44,0.88,0.32,0.32,0.43
1.76,3.52,0.56,0.56,0.359
0.2,0.4,0.88,0.88,0.716
3.96,7.92,0.64,0.64,0.309
2.28,4.56,0.2,0.2,0.22
3.16,6.32,0.04,0.04,0.215
0.76,1.52,0.52,0.52,0.509
3.24,6.48,0.8,0.8,0.388
1.0,2.0,0.72,0.72,0.566
2.36,4.72,0.96,0.96,0.47
2.64,5.28,0.4,0.4,0.257
2.12,4.24,0.0,0.0,0.2
1.36,2.72,0.92,0.92,0.578
2.16,4.32,0.76,0.76,0.402
3.76,7.52,0.44,0.44,0.294
3.48,6.96,0.24,0.24,0.251
1.2,2.4,0.16,0.16,0.245
2.92,5.84,0.6,0.6,0.314
0.8,1.6,0.52,0.52,0.486
0.24,0.48,0.12,0.12,0.326
1.6,3.2,0.36,0.36,0.308
3.28,6.56,0.8,0.8,0.355
0.24,0.48,0.88,0.88,0.696
1.8,3.6,0.56,0.56,0.391
1.4,2.8,0.92,0.92,0.584
0.48,0.96,0.32,0.32,0.449
2.16,4.32,0.0,0.0,0.198
1.04,2.08,0.72,0.72,0.551
3.2,6.4,0.04,0.04,0.204
4.0,8.0,0.64,0.64,0.301
2.32,4.64,0.2,0.2,0.231
2.4,4.8,0.96,0.96,0.491
2.68,5.36,0.4,0.4,0.293
2.2,4.4,0.76,0.76,0.425
3.52,7.04,0.24,0.24,0.234
3.8,7.6,0.44,0.44,0.272
0.84,1.68,0.52,0.52,0.496
0.28,0.56,0.88,0.88,0.725
3.32,6.64,0.8,0.8,0.396
2.36,4.72,0.2,0.2,0.244
0.28,0.56,0.12,0.12,0.33
1.44,2.88,0.92,0.92,0.578
2.96,5.92,0.6,0.6,0.316
1.24,2.48,0.16,0.16,0.232
1.64,3.28,0.36,0.36,0.287
1.84,3.68,0.56,0.56,0.36
0.52,1.04,0.32,0.32,0.4
3.24,6.48,0.04,0.04,0.222
2.2,4.4,0.0,0.0,0.216
0.0,0.0,0.68,0.68,0.636
2.44,4.88,0.96,0.96,0.47
1.08,2.16,0.72,0.72,0.55
3.56,7.12,0.24,0.24,0.242
0.88,1.76,0.52,0.52,0.498
2.72,5.44,0.4,0.4,0.264
0.32,0.64,0.88,0.88,0.704
2.24,4.48,0.76,0.76,0.413
3.84,7.68,0.44,0.44,0.266
1.48,2.96,0.92,0.92,0.577
1.68,3.36,0.36,0.36,0.296
2.4,4.8,0.2,0.2,0.245
0.32,0.64,0.12,0.12,0.269
0.56,1.12,0.32,0.32,0.406
3.36,6.72,0.8,0.8,0.371
1.88,3.76,0.56,0.56,0.369
3.0,6.0,0.6,0.6,0.303
1.28,2.56,0.16,0.16,0.231
3.28,6.56,0.04,0.04,0.205
2.24,4.48,0.0,0.0,0.208
3.6,7.2,0.24,0.24,0.245
2.48,4.96,0.96,0.96,0.475
0.92,1.84,0.52,0.52,0.447
1.12,2.24,0.72,0.72,0.532
0.04,0.08,0.68,0.68,0.652
2.76,5.52,0.4,0.4,0.276
0.36,0.72,0.88,0.88,0.688
3.88,7.76,0.44,0.44,0.264
1.72,3.44,0.36,0.36,0.313
2.28,4.56,0.76,0.76,0.398
0.36,0.72,0.12,0.12,0.279
2.44,4.88,0.2,0.2,0.236
1.52,3.04,0.92,0.92,0.564
3.4,6.8,0.8,0.8,0.334
3.32,6.64,0.04,0.04,0.225
1.92,3.84,0.56,0.56,0.322
3.04,6.08,0.6,0.6,0.298
0.6,1.2,0.32,0.32,0.407
3.64,7.28,0.24,0.24,0.273
2.28,4.56,0.0,0.0,0.192
1.32,2.64,0.16,0.16,0.235
0.96,1.92,0.52,0.52,0.453
0.4,0.8,0.88,0.88,0.673
2.52,5.04,0.96,0.96,0.459
0.08,0.16,0.68,0.68,0.625
2.8,5.6,0.4,0.4,0.273
0.4,0.8,0.12,0.12,0.273
3.92,7.84,0.44,0.44,0.276
2.48,4.96,0.2,0.2,0.234
1.16,2.32,0.72,0.72,0.534
1.76,3.52,0.36,0.36,0.297
3.44,6.88,0.8,0.8,0.359
1.56,3.12,0.92,0.92,0.56
2.32,4.64,0.76,0.76,0.396
3.36,6.72,0.04,0.04,0.243
0.64,1.28,0.32,0.32,0.395
3.08,6.16,0.6,0.6,0.301
3.68,7.36,0.24,0.24,0.234
2.32,4.64,0.0,0.0,0.211
1.96,3.92,0.56,0.56,0.354
0.12,0.24,0.68,0.68,0.61
1.0,2.0,0.52,0.52,0.454
0.44,0.88,0.88,0.88,0.674
1.36,2.72,0.16,0.16,0.246
2.84,5.68,0.4,0.4,0.273
1.2,2.4,0.72,0.72,0.526
1.8,3.6,0.36,0.36,0.288
3.96,7.92,0.44,0.44,0.294
2.36,4.72,0.76,0.76,0.416
2.56,5.12,0.96,0.96,0.466
2.52,5.04,0.2,0.2,0.242
1.6,3.2,0.92,0.92,0.56
0.44,0.88,0.12,0.12,0.273
3.48,6.96,0.8,0.8,0.342
0.68,1.36,0.32,0.32,0.384
2.36,4.72,0.0,0.0,0.196
3.72,7.44,0.24,0.24,0.246
3.12,6.24,0.6,0.6,0.31
3.4,6.8,0.04,0.04,0.209
0.16,0.32,0.68,0.68,0.621
1.84,3.68,0.36,0.36,0.284
1.24,2.48,0.72,0.72,0.507
1.04,2.08,0.52,0.52,0.448
4.0,8.0,0.44,0.44,0.267
1.4,2.8,0.16,0.16,0.272
2.88,5.76,0.4,0.4,0.261
2.0,4.0,0.56,0.56,0.34
0.48,0.96,0.88,0.88,0.671
2.56,5.12,0.2,0.2,0.245
3.52,7.04,0.8,0.8,0.351
2.4,4.8,0.76,0.76,0.381
2.4,4.8,0.0,0.0,0.21
2.6,5.2,0.96,0.96,0.462
0.48,0.96,0.12,0.12,0.285
1.64,3.28,0.92,0.92,0.552
3.16,6.32,0.6,0.6,0.313
3.76,7.52,0.24,0.24,0.243
0.72,1.44,0.32,0.32,0.356
3.44,6.88,0.04,0.04,0.22
0.2,0.4,0.68,0.68,0.576
1.28,2.56,0.72,0.72,0.522
2.92,5.84,0.4,0.4,0.273
1.88,3.76,0.36,0.36,0.27
0.0,0.0,0.48,0.48,0.534
1.08,2.16,0.52,0.52,0.424
2.04,4.08,0.56,0.56,0.334
1.44,2.88,0.16,0.16,0.247
2.6,5.2,0.2,0.2,0.243
2.44,4.88,0.0,0.0,0.199
2.64,5.28,0.96,0.96,0.418
0.52,1.04,0.88,0.88,0.686
3.56,7.12,0.8,0.8,0.361
0.52,1.04,0.12,0.12,0.253
3.48,6.96,0.04,0.04,0.206
3.2,6.4,0.6,0.6,0.309
2.44,4.88,0.76,0.76,0.41
3.8,7.6,0.24,0.24,0.216
0.24,0.48,0.68,0.68,0.617
1.68,3.36,0.92,0.92,0.539
1.32,2.64,0.72,0.72,0.498
0.76,1.52,0.32,0.32,0.341
2.64,5.28,0.2,0.2,0.213
1.92,3.84,0.36,0.36,0.307
2.96,5.92,0.4,0.4,0.265
0.04,0.08,0.48,0.48,0.522
1.48,2.96,0.16,0.16,0.247
1.12,2.24,0.52,0.52,0.42
2.08,4.16,0.56,0.56,0.362
3.6,7.2,0.8,0.8,0.349
0.56,1.12,0.88,0.88,0.695
2.48,4.96,0.0,0.0,0.205
2.68,5.36,0.96,0.96,0.451
3.24,6.48,0.6,0.6,0.325
0.56,1.12,0.12,0.12,0.243
0.28,0.56,0.68,0.68,0.612
3.52,7.04,0.04,0.04,0.232
2.48,4.96,0.76,0.76,0.383
1.96,3.92,0.36,0.36,0.297
1.72,3.44,0.92,0.92,0.527
3.0,6.0,0.4,0.4,0.276
1.36,2.72,0.72,0.72,0.506
3.84,7.68,0.24,0.24,0.234
2.68,5.36,0.2,0.2,0.224
1.52,3.04,0.16,0.16,0.231
0.8,1.6,0.32,0.32,0.347
1.16,2.32,0.52,0.52,0.42
0.08,0.16,0.48,0.48,0.545
2.12,4.24,0.56,0.56,0.329
3.64,7.28,0.8,0.8,0.356
2.52,5.04,0.0,0.0,0.237
0.6,1.2,0.88,0.88,0.7
2.72,5.44,0.96,0.96,0.439
0.6,1.2,0.12,0.12,0.25
2.52,5.04,0.76,0.76,0.4
3.56,7.12,0.04,0.04,0.196
2.0,4.0,0.36,0.36,0.275
0.32,0.64,0.68,0.68,0.608
3.28,6.56,0.6,0.6,0.315
1.4,2.8,0.72,0.72,0.498
0.84,1.68,0.32,0.32,0.355
2.72,5.44,0.2,0.2,0.24
3.04,6.08,0.4,0.4,0.283
1.76,3.52,0.92,0.92,0.542
2.16,4.32,0.56,0.56,0.316
3.88,7.76,0.24,0.24,0.251
0.12,0.24,0.48,0.48,0.54
1.2,2.4,0.52,0.52,0.437
1.56,3.12,0.16,0.16,0.241
2.56,5.12,0.0,0.0,0.188
0.64,1.28,0.12,0.12,0.247
0.64,1.28,0.88,0.88,0.691
3.68,7.36,0.8,0.8,0.372
2.04,4.08,0.36,0.36,0.299
0.36,0.72,0.68,0.68,0.596
2.56,5.12,0.76,0.76,0.397
1.44,2.88,0.72,0.72,0.485
2.76,5.52,0.96,0.96,0.434
3.32,6.64,0.6,0.6,0.326
2.76,5.52,0.2,0.2,0.199
3.6,7.2,0.04,0.04,0.229
2.2,4.4,0.56,0.56,0.324
0.88,1.76,0.32,0.32,0.334
1.8,3.6,0.92,0.92,0.528
1.24,2.48,0.52,0.52,0.4
3.08,6.16,0.4,0.4,0.3
0.16,0.32,0.48,0.48,0.523
3.92,7.84,0.24,0.24,0.251
2.6,5.2,0.0,0.0,0.214
1.6,3.2,0.16,0.16,0.233
2.08,4.16,0.36,0.36,0.31
0.4,0.8,0.68,0.68,0.608
3.64,7.28,0.04,0.04,0.207
3.72,7.44,0.8,0.8,0.33
2.6,5.2,0.76,0.76,0.369
2.8,5.6,0.96,0.96,0.428
0.68,1.36,0.12,0.12,0.26
1.48,2.96,0.72,0.72,0.488
0.68,1.36,0.88,0.88,0.654
3.36,6.72,0.6,0.6,0.285
2.8,5.6,0.2,0.2,0.26
1.84,3.68,0.92,0.92,0.52
0.2,0.4,0.48,0.48,0.561
0.92,1.84,0.32,0.32,0.365
3.12,6.24,0.4,0.4,0.297
2.24,4.48,0.56,0.56,0.354
1.28,2.56,0.52,0.52,0.4
2.12,4.24,0.36,0.36,0.286
2.64,5.28,0.0,0.0,0.22
3.96,7.92,0.24,0.24,0.242
3.68,7.36,0.04,0.04,0.201
2.64,5.28,0.76,0.76,0.355
0.44,0.88,0.68,0.68,0.613
1.52,3.04,0.72,0.72,0.494
3.4,6.8,0.6,0.6,0.321
1.64,3.28,0.16,0.16,0.233
2.84,5.68,0.2,0.2,0.277
0.96,1.92,0.32,0.32,0.349
0.72,1.44,0.88,0.88,0.647
3.76,7.52,0.8,0.8,0.338
0.72,1.44,0.12,0.12,0.252
1.88,3.76,0.92,0.92,0.524
2.84,5.68,0.96,0.96,0.452
1.32,2.64,0.52,0.52,0.414
0.24,0.48,0.48,0.48,0.525
2.28,4.56,0.56,0.56,0.324
3.16,6.32,0.4,0.4,0.296
4.0,8.0,0.24,0.24,0.234
2.68,5.36,0.76,0.76,0.41
1.56,3.12,0.72,0.72,0.454
0.48,0.96,0.68,0.68,0.606
3.44,6.88,0.6,0.6,0.293
2.16,4.32,0.36,0.36,0.281
2.68,5.36,0.0,0.0,0.204
3.72,7.44,0.04,0.04,0.214
1.0,2.0,0.32,0.32,0.337
1.92,3.84,0.92,0.92,0.52
0.76,1.52,0.88,0.88,0.67
1.36,2.72,0.52,0.52,0.391
1.68,3.36,0.16,0.16,0.212
2.88,5.76,0.2,0.2,0.255
0.76,1.52,0.12,0.12,0.249
3.8,7.6,0.8,0.8,0.359
2.88,5.76,0.96,0.96,0.451
0.28,0.56,0.48,0.48,0.519
2.32,4.64,0.56,0.56,0.344
1.6,3.2,0.72,0.72,0.455
2.72,5.44,0.0,0.0,0.205
0.0,0.0,0.28,0.28,0.433
0.52,1.04,0.68,0.68,0.59
2.2,4.4,0.36,0.36,0.257
3.2,6.4,0.4,0.4,0.26
2.72,5.44,0.76,0.76,0.395
1.04,2.08,0.32,0.32,0.317
3.76,7.52,0.04,0.04,0.208
3.48,6.96,0.6,0.6,0.321
0.8,1.6,0.12,0.12,0.226
0.8,1.6,0.88,0.88,0.677
0.32,0.64,0.48,0.48,0.521
1.96,3.92,0.92,0.92,0.519
2.92,5.84,0.96,0.96,0.419
1.4,2.8,0.52,0.52,0.361
1.72,3.44,0.16,0.16,0.222
2.92,5.84,0.2,0.2,0.249
0.04,0.08,0.28,0.28,0.441
3.84,7.68,0.8,0.8,0.36
2.76,5.52,0.0,0.0,0.201
2.36,4.72,0.56,0.56,0.325
2.24,4.48,0.36,0.36,0.281
1.64,3.28,0.72,0.72,0.473
2.76,5.52,0.76,0.76,0.416
3.24,6.48,0.4,0.4,0.255
3.8,7.6,0.04,0.04,0.231
0.56,1.12,0.68,0.68,0.596
1.08,2.16,0.32,0.32,0.344
0.84,1.68,0.12,0.12,0.219
3.52,7.04,0.6,0.6,0.305
0.84,1.68,0.88,0.88,0.656
0.36,0.72,0.48,0.48,0.528
2.96,5.92,0.2,0.2,0.24
2.96,5.92,0.96,0.96,0.432
1.76,3.52,0.16,0.16,0.211
1.44,2.88,0.52,0.52,0.376
0.08,0.16,0.28,0.28,0.465
2.8,5.6,0.0,0.0,0.199
2.0,4.0,0.92,0.92,0.51
2.4,4.8,0.56,0.56,0.33
3.88,7.76,0.8,0.8,0.35
1.68,3.36,0.72,0.72,0.439
2.8,5.6,0.76,0.76,0.388
2.28,4.56,0.36,0.36,0.279
1.12,2.24,0.32,0.32,0.352
3.84,7.68,0.04,0.04,0.233
3.28,6.56,0.4,0.4,0.262
0.6,1.2,0.68,0.68,0.578
0.88,1.76,0.12,0.12,0.243
3.0,6.0,0.2,0.2,0.239
